,online_order,book_table,votes,location,rest_type,cuisines,cost,menu_item,rate
13989,0,0,154,43,62,1451,200,5047,3.9
13990,1,0,85,44,62,1156,400,5047,3.9
13991,1,0,76,38,62,1511,300,5047,4
13992,1,0,41,44,62,235,200,5047,3.8
13993,0,0,291,45,33,784,500,5047,3.8
13994,1,0,106,24,62,233,300,5047,4.2
13995,1,0,96,38,62,1327,350,5047,3.9
13996,1,0,108,43,62,370,400,5047,3.8
13997,1,0,48,45,62,1196,300,5047,3.8
13998,1,0,95,38,62,1335,300,5047,3.6
13999,1,0,434,41,62,1423,400,5047,3.7
14000,0,0,99,43,62,1630,200,5047,4
14001,1,0,322,43,62,1156,600,5047,4.1
14002,1,0,137,38,62,1156,500,5047,2.8
14003,1,1,152,43,62,378,600,5047,4.1
14004,0,0,150,44,41,575,500,5047,3.9
14005,0,0,70,44,62,1648,200,5047,3.5
14006,0,0,37,44,43,1042,400,5047,3.8
14007,1,0,395,44,62,1156,400,5047,3.3
14008,1,0,97,38,62,1039,300,5047,3.6
14009,0,0,153,38,62,868,300,5047,2.6
14010,1,0,188,45,62,563,400,5047,3.9
14011,1,0,554,44,62,818,600,5047,3.9
14012,0,0,203,43,43,198,350,5047,4
14013,0,0,64,44,62,1589,300,5047,2.8
14014,0,0,53,41,3,191,600,5047,2.8
14015,1,0,90,44,62,826,500,5047,3.6
14016,0,0,68,44,41,1033,550,5047,3.6
14017,0,0,82,44,62,547,200,5047,3.8
14018,1,0,95,38,62,1156,150,5047,3.7
14019,1,0,241,41,62,1476,600,5047,3.9
14020,0,0,47,38,62,1587,300,5047,3.6
14021,0,0,53,44,62,1070,300,5047,2.9
14022,1,0,82,38,62,1505,400,5047,3.6
14023,1,0,270,38,62,1207,450,5047,4
14024,0,0,65,43,62,624,550,5047,3.8
14025,0,0,126,43,62,1515,300,5047,4
14026,1,0,72,43,62,1109,200,5047,3.6
14027,1,0,63,24,62,866,350,5047,3.8
14028,1,0,132,44,62,1497,300,5047,3.8
14029,1,0,151,41,41,1670,400,5047,3.9
14030,1,0,103,43,62,1209,400,5047,3.7
14031,1,0,257,38,62,266,250,5047,3.4
14032,1,0,34,18,62,1156,200,5047,3.7
14033,1,0,53,38,62,817,100,5047,3.1
14034,0,1,287,0,20,720,1300,5047,4.4
14035,1,1,816,0,20,716,800,5047,4.5
14036,1,1,1879,0,13,394,900,5047,4.5
14037,1,0,1295,0,20,105,900,5047,4.2
14038,1,1,1544,0,20,1054,800,5047,4.2
14039,1,1,1342,22,20,1375,800,5047,4.1
14040,0,0,317,0,51,1059,300,5047,4.3
14041,1,0,468,0,20,112,700,5047,3.9
14042,0,1,169,0,4,878,1100,5047,4
14043,1,0,327,3,20,1196,650,5047,3.9
14044,1,1,74,0,20,1277,900,5047,3.9
14045,1,1,2727,0,20,296,800,5047,4.1
14046,1,0,421,0,20,112,800,5047,3.9
14047,0,0,158,22,47,694,1300,5047,3.8
14048,1,0,386,0,62,266,400,5047,3.6
14049,1,0,739,0,20,47,600,5047,3.5
14050,1,0,469,0,62,1060,400,5047,4.2
14051,1,0,1190,0,62,1196,500,5047,3.9
14052,0,0,118,30,20,1185,800,5047,3.9
14053,1,0,221,0,20,286,600,5047,3.6
14054,1,0,71,0,20,1165,1000,5047,3.8
14055,0,0,140,0,62,1038,200,5047,4
14056,1,0,261,0,20,50,500,5047,3.8
14057,1,0,214,0,20,1240,600,5047,3.9
14058,1,0,273,0,20,1310,900,5047,3.8
14059,1,0,97,0,62,967,1000,5047,3.9
14060,1,0,115,0,62,591,400,5047,4
14061,1,0,100,0,20,1589,350,5047,3.8
14062,0,0,69,3,14,351,700,5047,3.8
14063,1,0,133,0,62,1156,150,5047,4.1
14064,1,0,101,0,13,488,700,5047,3.7
14065,1,1,126,22,20,1390,900,5047,4
14066,1,0,212,22,20,1258,800,5047,3.4
14067,1,0,117,0,20,1185,600,5047,3.8
14068,1,0,201,0,62,84,300,5047,3.9
14069,1,0,278,22,62,235,200,5047,3.8
14070,1,0,42,0,13,401,600,5047,3.6
14071,1,0,289,3,62,6,400,5047,4.2
14072,0,0,357,0,62,605,500,5047,4.1
14073,1,0,73,0,20,565,600,5047,2.7
14074,1,0,67,0,62,1563,300,5047,3.7
14075,1,0,100,30,62,1547,200,5047,3.9
14076,1,0,377,0,62,1357,500,5047,3.8
14077,1,0,193,0,62,294,600,5047,3.9
14078,0,0,87,0,62,817,250,5047,3.8
14079,1,0,75,3,62,1451,200,5047,3.9
14080,1,0,61,0,62,831,350,5047,3.7
14081,1,0,883,0,62,1356,500,5047,3.8
14082,1,0,140,0,62,1327,300,5047,3.9
14083,1,0,334,0,62,282,400,5047,3.3
14084,1,0,58,0,62,282,300,5047,3.9
14085,0,0,115,0,20,762,1000,5047,4
14086,1,0,172,0,62,1612,300,5047,3.9
14087,0,0,53,0,20,1251,600,5047,3.1
14088,0,0,61,0,13,332,500,5047,3.6
14089,1,0,46,0,20,1196,600,5047,3.7
14090,1,0,40,0,62,1196,250,5047,3.1
14091,0,0,67,0,62,1589,300,5047,3
14092,0,0,221,0,62,1156,550,5047,2.4
14093,1,0,102,3,62,1196,350,5047,2.8
14094,0,0,40,0,9,210,400,5047,4
14095,0,0,43,0,62,1287,400,5047,3.5
14096,0,0,34,0,62,1002,650,5047,3.6
14097,1,0,137,0,62,1451,300,5047,2.8
14098,0,0,112,0,20,550,500,5047,3.7
14099,1,0,64,0,62,1268,250,5047,3.2
14100,1,0,181,0,62,1196,400,5047,3.7
14101,1,0,154,0,62,1046,400,5047,3.4
14102,1,0,47,0,62,1636,200,5047,3.4
14103,0,0,63,0,13,332,500,5047,3.8
14104,1,0,52,0,62,1589,300,5047,3.9
14105,1,0,66,0,62,235,700,5047,3.9
14106,1,0,67,0,20,1459,200,5047,2.9
14107,0,1,114,42,46,1471,1500,5047,4.3
14108,0,1,5002,42,26,803,1800,5047,4.6
14109,0,1,3914,42,60,889,1000,5047,4.5
14110,0,1,1575,42,54,1128,2000,5047,4.4
14111,0,1,482,42,61,728,2100,5047,4.8
14112,1,1,3987,42,25,713,1600,5047,4.5
14113,0,1,4447,42,4,643,1000,5047,4.7
14114,0,1,2005,42,54,630,1400,5047,4.5
14115,0,1,2160,42,46,627,1000,5047,4
14116,1,1,2576,42,4,688,1200,5047,4.3
14117,1,1,1792,42,57,881,1200,5047,4.1
14118,0,1,151,42,58,902,1000,5047,3.9
14119,0,1,1237,42,49,632,1500,5047,4.1
14120,1,1,346,42,21,541,1000,5047,4.4
14121,0,1,1389,42,46,718,1400,5047,3.9
14122,0,1,592,42,60,723,1300,5047,3.9
14123,1,1,567,43,54,743,2000,5047,4.3
14124,1,0,4695,44,46,32,1500,5047,4.6
14125,0,1,2365,44,21,1124,1100,5047,4.4
14126,0,1,6377,44,5,1107,1600,5047,4.5
14127,0,1,7856,41,61,17,1800,5047,4.5
14128,0,1,221,41,21,755,1200,5047,4.3
14129,0,1,373,40,18,334,1000,5047,4.4
14130,0,1,895,41,54,687,1400,5047,4.6
14131,0,1,1237,41,53,35,1200,5047,4.4
14132,0,1,4086,41,5,126,1200,5047,4.4
14133,0,1,1743,41,57,539,1400,5047,4.2
14134,0,1,577,43,4,901,1000,5047,4.5
14135,0,1,1557,38,57,898,1200,5047,4.3
14136,1,1,1369,44,21,123,1400,5047,4.2
14137,0,0,4652,43,50,1304,2000,5047,3.7
14138,1,1,1177,41,57,883,1300,5047,4.2
14139,0,1,759,40,4,1196,1200,5047,4.1
14140,0,0,1408,43,60,633,1000,5047,4
14141,0,0,740,43,5,15,1400,5047,3.9
14142,1,1,281,41,21,801,1500,5047,4
14143,1,1,598,41,4,899,1200,5047,3.9
14144,0,0,270,43,60,748,1400,5047,4.2
14145,1,0,130,38,21,624,1200,5047,3.7
14146,0,0,674,43,57,31,1700,5047,3.8
14147,0,0,107,41,4,878,1500,5047,3.9
14148,1,1,1015,43,4,663,1300,5047,3.7
14149,0,1,170,41,4,1587,1300,5047,3.8
14150,0,0,152,43,60,37,1500,5047,3.8
14151,0,1,81,43,46,878,1200,5047,3.7
14152,0,1,169,0,4,878,1100,5047,4
14153,0,1,482,42,61,728,2100,5047,4.8
14154,0,1,4447,42,4,643,1000,5047,4.7
14155,1,1,549,42,26,1265,1000,5047,4.3
14156,0,1,10530,42,21,1323,1400,5047,4.7
14157,0,1,3914,42,60,889,1000,5047,4.5
14158,1,1,3163,42,21,1233,1500,5047,4.5
14159,0,1,2590,42,5,724,1300,5047,4.6
14160,0,0,2370,42,57,886,1400,5047,4.2
14161,1,1,2244,42,21,134,1500,5047,4.9
14162,0,1,5002,42,26,803,1800,5047,4.6
14163,1,1,2576,42,4,688,1200,5047,4.3
14164,1,1,387,42,21,1108,1500,5047,4.4
14165,1,1,1792,42,57,881,1200,5047,4.1
14166,0,1,151,42,58,902,1000,5047,3.9
14167,1,1,402,42,15,422,1200,5047,4.1
14168,1,1,346,42,21,541,1000,5047,4.4
14169,0,1,592,42,60,723,1300,5047,3.9
14170,0,1,2365,44,21,1124,1100,5047,4.4
14171,0,1,6377,44,5,1107,1600,5047,4.5
14172,0,1,7856,41,61,17,1800,5047,4.5
14173,0,1,221,41,21,755,1200,5047,4.3
14174,1,1,1889,38,21,1430,1200,5047,4.5
14175,1,1,459,44,21,1156,1500,5047,4.4
14176,0,1,1237,41,53,35,1200,5047,4.4
14177,0,1,4086,41,5,126,1200,5047,4.4
14178,0,1,1743,41,57,539,1400,5047,4.2
14179,0,1,577,43,4,901,1000,5047,4.5
14180,0,1,1557,38,57,898,1200,5047,4.3
14181,1,1,1369,44,21,123,1400,5047,4.2
14182,1,1,1177,41,57,883,1300,5047,4.2
14183,0,1,819,41,21,50,800,5047,4.1
14184,0,1,759,40,4,1196,1200,5047,4.1
14185,0,0,1408,43,60,633,1000,5047,4
14186,0,0,740,43,5,15,1400,5047,3.9
14187,1,1,281,41,21,801,1500,5047,4
14188,0,1,282,44,21,747,1000,5047,3.9
14189,1,1,598,41,4,899,1200,5047,3.9
14190,0,0,270,43,60,748,1400,5047,4.2
14191,1,0,130,38,21,624,1200,5047,3.7
14192,0,0,674,43,57,31,1700,5047,3.8
14193,0,0,107,41,4,878,1500,5047,3.9
14194,1,1,1015,43,4,663,1300,5047,3.7
14195,0,1,170,41,4,1587,1300,5047,3.8
14196,0,0,152,43,60,37,1500,5047,3.8
14197,0,1,169,0,4,878,1100,5047,4
14198,0,0,158,22,47,694,1300,5047,3.8
14199,1,1,3469,42,20,1400,1300,5047,4.5
14200,0,1,1575,42,54,1128,2000,5047,4.4
14201,0,1,10530,42,21,1323,1400,5047,4.7
14202,0,0,4652,43,50,1304,2000,5047,3.7
14203,1,1,1871,43,20,1156,600,5047,4
14204,1,0,457,43,20,521,1000,5047,3.9
14205,0,0,38,43,20,1450,900,5047,3.8
14206,1,1,3163,42,21,1233,1500,5047,4.5
14207,0,1,1757,42,20,637,1200,5047,4.2
14208,1,1,2244,42,21,134,1500,5047,4.9
14209,1,1,2620,42,20,514,1300,5047,4.2
14210,0,1,373,40,18,334,1000,5047,4.4
14211,1,1,9080,41,22,1468,600,5047,4.4
14212,1,1,459,44,21,1156,1500,5047,4.4
14213,1,1,721,44,20,1009,1500,5047,4.5
14214,0,1,786,40,20,1375,1500,5047,4.1
14215,1,1,682,44,20,1381,1500,5047,4.4
14216,0,1,2248,42,20,609,1100,5047,4.3
14217,1,0,6948,42,20,1402,750,5047,4.1
14218,1,1,675,40,20,605,900,5047,4.1
14219,1,1,767,41,20,1272,1700,5047,4.2
14220,1,1,1808,41,20,1678,1000,5047,4.4
14221,1,1,485,42,20,1427,700,5047,3.9
14222,1,1,281,41,21,801,1500,5047,4
14223,0,1,1389,42,46,718,1400,5047,3.9
14224,0,1,117,44,20,1425,800,5047,4.2
14225,0,1,106,44,20,1164,1000,5047,4.3
14226,0,1,354,40,37,802,2000,5047,4.1
14227,0,1,32,42,20,1196,1000,5047,3.5
14228,1,1,217,16,20,808,1500,5047,4.2
14229,1,0,421,0,20,112,800,5047,3.9
14230,0,0,46,16,20,1156,1100,5047,3.4
14231,1,1,2714,40,13,404,1000,2992,4.2
14232,1,0,363,43,13,493,500,5047,4.4
14233,1,0,177,43,13,332,600,5047,4.2
14234,1,0,992,43,13,404,600,5047,4.1
14235,0,1,817,43,13,397,800,5047,4.2
14236,0,0,2450,43,13,371,700,5047,4.1
14237,1,0,87,43,13,427,700,5047,4.1
14238,1,0,108,43,62,370,400,5047,3.8
14239,1,0,507,43,13,381,600,5047,4.1
14240,1,1,152,43,62,378,600,5047,4.1
14241,0,0,227,43,13,332,450,5047,2.8
14242,0,0,54,43,12,1652,250,5047,3.6
14243,0,0,14717,42,16,338,900,5047,4.7
14244,0,0,7127,41,13,335,600,5047,4.6
14245,0,0,3847,42,13,469,800,5047,4.5
14246,1,1,9080,41,22,1468,600,5047,4.4
14247,0,0,2734,42,13,400,1300,5047,4.1
14248,0,0,1225,41,13,399,800,5047,4.4
14249,1,0,76,45,13,382,400,5047,4
14250,0,0,174,42,17,467,600,5047,4.4
14251,1,1,1855,38,13,343,600,5047,4.1
14252,1,0,2873,42,13,337,600,5047,4.3
14253,1,0,3006,38,13,374,1000,5047,4.1
14254,0,1,1471,42,13,406,800,5047,4.3
14255,1,1,192,40,13,332,1000,5047,4.4
14256,1,1,1808,42,22,660,900,5047,4.3
14257,0,0,314,41,13,383,600,5047,4.1
14258,1,0,2621,42,33,955,500,5047,4.5
14259,1,1,208,42,13,498,800,5047,4.4
14260,1,0,950,42,13,435,900,5047,4.4
14261,1,1,505,42,13,389,800,2498,4.2
14262,1,0,1026,44,17,431,550,5047,4.6
14263,1,1,467,41,13,403,800,5047,4.4
14264,0,1,550,42,13,412,900,5047,4.5
14265,0,0,295,41,13,473,850,5047,4.3
14266,1,1,1515,40,13,383,900,5047,4
14267,1,0,345,42,33,779,300,5047,4.5
14268,0,0,1359,44,13,427,700,5047,4.1
14269,1,0,169,41,13,427,700,5047,4.2
14270,1,1,875,42,13,339,600,5047,4.2
14271,1,1,1241,41,13,332,700,5047,4
14272,1,0,1065,42,13,394,800,3199,4.2
14273,1,0,894,40,13,395,800,4652,4.1
14274,1,0,141,42,13,452,1200,5047,4.1
14275,1,0,306,44,13,414,600,5047,4.1
14276,1,1,402,42,15,422,1200,5047,4.1
14277,1,1,1705,42,13,459,650,5047,4.2
14278,1,0,779,38,13,383,700,3434,4.1
14279,1,0,100,44,33,781,900,528,4.2
14280,1,0,480,42,13,512,450,3426,4.3
14281,0,0,226,39,13,506,200,5047,4.2
14282,1,0,66,41,16,462,700,4746,4
14283,0,0,172,44,13,365,650,5047,4.1
14284,1,0,93,42,13,383,600,5047,4.1
14285,1,0,61,39,13,451,600,4467,4.1
14286,0,0,47,42,13,455,600,5047,3.8
14287,1,0,201,42,13,406,800,5047,4
14288,0,0,324,44,13,342,700,5047,4.1
14289,0,0,1209,41,13,408,650,5047,4
14290,0,0,367,44,13,332,350,5047,4.1
14291,0,0,291,45,33,784,500,5047,3.8
14292,1,0,414,42,13,429,700,5047,4.2
14293,0,0,66,42,13,332,300,5047,3.5
14294,0,0,63,44,14,428,600,5047,3.8
14295,0,0,236,41,13,436,500,5047,4
14296,1,1,103,45,13,389,700,5047,4.4
14297,1,0,275,40,13,332,500,149,4
14298,0,0,139,42,13,383,800,5047,4.3
14299,0,0,46,38,13,383,600,5047,3.7
14300,1,0,230,38,13,394,600,4017,3.8
14301,1,0,52,41,13,473,450,3086,3.7
14302,1,1,1879,0,13,394,900,5047,4.5
14303,0,1,1778,16,48,750,1600,5047,4
14304,1,0,42,0,13,401,600,5047,3.6
14305,0,0,61,0,13,332,500,5047,3.6
14306,0,0,63,0,13,332,500,5047,3.8
14307,1,0,327,38,29,1156,450,4329,4.1
14308,1,0,1193,0,29,930,500,1261,4.5
14309,1,0,585,37,29,923,450,2949,3.9
14310,1,0,340,0,20,65,800,5047,3.8
14311,1,0,107,37,29,1184,400,1357,4.4
14312,1,0,996,22,20,238,800,2877,4
14313,1,0,306,16,62,1063,300,1194,3.9
14314,1,0,1295,0,20,105,900,4336,4.2
14315,1,0,208,0,70,1122,200,1657,4
14316,1,0,911,38,62,1177,250,4923,3.3
14317,1,0,169,22,29,1156,400,563,4.3
14318,1,0,58,22,72,1518,250,936,4
14319,1,0,193,43,62,1645,300,1875,4.3
14320,1,0,115,43,72,1465,600,4163,4.4
14321,1,0,154,0,62,1046,400,5047,3.4
14322,1,0,563,0,30,773,400,4498,4.5
14323,1,0,358,45,29,235,650,1987,4
14324,1,0,171,42,62,322,500,187,4.3
14325,1,0,506,41,62,1003,600,5047,4.1
14326,1,0,377,0,62,1357,500,1253,3.8
14327,0,0,626,42,20,558,600,5047,3.9
14328,1,0,739,0,20,47,600,1252,3.5
14329,1,0,342,22,62,1582,400,2887,3.8
14330,1,0,257,0,20,282,800,5047,3.8
14331,1,0,391,38,72,1181,500,5047,4.1
14332,1,0,455,22,72,1196,400,5047,3.7
14333,1,0,213,58,29,1469,300,1073,2.8
14334,1,0,789,0,62,1597,300,2686,4.1
14335,1,0,359,22,62,323,600,3358,4.1
14336,1,0,217,0,62,1038,200,2385,3.7
14337,1,0,1080,0,20,235,500,3737,3.8
14338,1,0,413,42,62,84,300,2759,4
14339,1,0,212,45,9,224,150,3495,4.1
14340,1,0,201,0,62,1156,300,2799,4
14341,1,0,641,58,62,1196,400,1142,3.9
14342,1,0,219,42,67,1507,600,866,3.7
14343,1,0,469,0,62,1060,400,3704,4.2
14344,1,0,1593,42,20,152,550,4843,4.3
14345,1,0,6948,42,20,1402,750,2102,4.1
14346,1,0,133,0,62,1156,150,1918,4.1
14347,1,0,479,0,62,1235,450,4041,3.7
14348,1,0,83,22,20,268,650,5047,4.3
14349,1,0,461,45,62,1190,500,1010,4
14350,1,0,99,45,0,181,400,2069,3.4
14351,1,0,278,42,30,956,400,764,4.6
14352,1,0,140,22,72,285,300,1121,3.6
14353,1,0,108,38,20,1156,500,309,4
14354,1,0,175,22,72,257,400,5047,3.7
14355,1,0,297,41,72,1156,400,293,3.9
14356,1,0,332,38,20,604,600,4940,3.9
14357,1,0,193,0,62,294,600,731,3.9
14358,1,1,1342,22,20,1375,800,3604,4.1
14359,1,0,66,0,62,235,700,1834,3.9
14360,1,0,293,43,45,1644,250,4117,3.9
14361,1,0,557,42,62,1672,400,3767,4.2
14362,1,0,725,43,29,1477,700,5047,4.1
14363,1,0,138,45,62,1609,250,2719,4
14364,1,0,421,0,20,112,800,2656,3.9
14365,1,0,234,38,72,1196,250,5047,3.9
14366,1,0,429,38,62,266,250,5047,4.2
14367,1,0,490,43,20,1474,750,5047,3.9
14368,1,0,100,0,20,1589,350,4182,3.8
14369,1,0,7234,42,20,304,600,5047,4.4
14370,1,0,1963,43,62,1110,600,5047,4.1
14371,1,1,1250,42,20,1156,600,5047,4.1
14372,1,0,333,0,13,1195,200,2301,3.9
14373,1,0,356,18,62,1156,350,5047,3.4
14374,1,1,9080,41,22,1468,600,2253,4.4
14375,1,0,323,16,20,1252,1000,1268,2.9
14376,1,0,3618,43,62,1635,400,2956,4.3
14377,1,0,468,0,20,112,700,1229,3.9
14378,1,0,1077,42,69,1121,400,3951,4.2
14379,1,0,345,42,33,779,300,2612,4.5
14380,1,0,198,41,62,1156,500,2452,4
14381,1,0,630,22,62,322,400,2637,3.7
14382,1,0,894,16,29,181,500,1589,4.3
14383,1,0,161,38,29,271,650,1764,3.9
14384,1,0,139,0,72,282,500,5047,3.5
14385,1,0,58,0,62,282,300,5047,3.9
14386,1,0,883,0,62,1356,500,2132,3.8
14387,1,0,351,22,62,1156,300,188,3.8
14388,1,0,327,43,20,43,500,5047,3.9
14389,1,1,1134,26,20,1156,1000,5047,4
14390,1,0,972,42,62,1547,200,5047,4.2
14391,1,0,192,45,29,1465,750,2170,4.1
14392,1,0,185,0,62,858,400,1135,3.7
14393,1,0,53,44,62,917,350,5047,3.8
14394,1,1,2727,0,20,296,800,4373,4.1
14395,1,0,115,0,62,591,400,5047,4
14396,1,0,298,7,62,286,450,5047,2.3
14397,1,0,52,0,62,1589,300,5047,3.9
14398,1,0,261,0,20,50,500,1111,3.8
14399,1,0,181,0,62,1196,400,5047,3.7
14400,1,0,129,22,20,301,600,1007,3.9
14401,1,0,371,22,20,50,550,2473,3.9
14402,1,0,102,0,20,558,600,5047,4
14403,1,0,327,3,20,1196,650,5047,3.9
14404,1,0,192,0,62,256,300,5047,3.9
14405,1,0,1190,0,62,1196,500,3584,3.9
14406,1,0,286,22,62,1547,150,5047,4.3
14407,1,0,65,22,20,1591,300,5047,4
14408,1,0,294,22,20,208,600,5047,3.2
14409,1,0,656,43,62,1547,250,5047,4.3
14410,1,0,504,38,29,1423,500,5047,3.6
14411,1,0,184,22,29,609,600,4670,3.9
14412,1,0,1023,22,30,773,500,814,4.2
14413,1,0,341,42,20,555,800,5047,4.3
14414,1,0,758,24,62,1156,250,3319,4
14415,1,0,221,0,20,286,600,4944,3.6
14416,1,0,383,42,20,1037,600,2846,3.6
14417,1,1,236,42,20,1141,800,4277,4
14418,1,0,1118,42,20,289,750,4395,4.1
14419,1,0,184,0,62,1497,300,4672,3.9
14420,1,0,462,16,20,1219,600,984,3.9
14421,1,0,463,22,62,262,600,4615,3.9
14422,1,0,701,41,29,1181,450,1329,4.2
14423,1,0,375,38,20,235,750,649,3.9
14424,1,0,703,44,30,182,450,2936,4.2
14425,1,0,457,43,29,932,500,692,4
14426,1,0,434,41,62,1423,400,5047,3.7
14427,1,0,141,42,62,1591,200,5047,3.8
14428,1,0,382,0,62,84,250,4062,4.1
14429,1,0,94,22,20,989,700,5047,4
14430,1,0,511,43,30,789,500,5047,4.1
14431,1,0,121,38,30,773,300,5047,4.6
14432,1,0,48,22,30,211,400,1690,3.9
14433,1,1,531,26,20,619,800,5047,4.1
14434,1,0,292,43,62,328,600,5047,4.1
14435,1,0,395,44,62,1156,400,1522,3.3
14436,1,0,131,26,30,767,300,5047,4.3
14437,1,0,68,22,20,1619,400,268,3.2
14438,1,0,67,0,20,1459,200,1850,2.9
14439,1,0,201,42,13,406,800,5047,4
14440,1,1,2244,42,21,134,1500,4955,4.9
14441,1,0,894,40,13,395,800,4653,4.1
14442,1,0,414,44,12,1026,300,2529,4.1
14443,1,0,100,30,62,1547,200,2684,3.9
14444,1,0,230,38,29,1429,450,3507,3.9
14445,1,0,160,22,62,1597,300,3170,3.9
14446,1,0,403,22,30,956,450,613,4
14447,1,0,457,26,29,926,500,4484,4.4
14448,1,0,195,43,29,1657,500,5047,4
14449,1,0,176,22,29,259,400,409,3.6
14450,1,0,231,38,29,1106,400,5047,3.9
14451,1,0,269,22,20,517,550,1840,3.1
14452,1,0,279,44,62,1156,450,5047,4.3
14453,1,1,1808,41,20,1678,1000,5047,4.4
14454,1,0,93,42,13,383,600,5047,4.1
14455,1,0,179,43,29,834,300,5047,3.9
14456,1,0,124,22,20,1558,550,1061,3.5
14457,1,0,72,26,29,1196,300,1127,3.7
14458,1,0,1962,43,20,201,650,3415,4.1
14459,1,0,363,43,13,493,500,3613,4.4
14460,1,0,1113,41,29,1209,500,5047,4
14461,1,0,2072,22,20,1626,1200,1781,4.5
14462,1,0,314,38,72,933,650,4445,4.1
14463,1,0,212,41,62,749,400,5047,4
14464,1,0,47,0,62,1636,200,1855,3.4
14465,1,0,270,38,62,1207,450,2202,4
14466,1,0,47,16,29,313,300,5047,3.5
14467,1,0,329,0,72,1185,500,4859,3.7
14468,1,0,118,0,62,266,400,2014,3.7
14469,1,0,322,43,62,1156,600,5047,4.1
14470,1,0,960,44,20,1669,500,5047,4
14471,1,1,5436,26,20,809,1600,5047,4.6
14472,1,0,95,0,29,1113,600,4013,4.1
14473,1,0,114,0,62,537,300,3773,4.2
14474,1,0,66,42,20,98,800,5047,3.8
14475,1,0,501,43,62,1638,300,5047,3.9
14476,1,0,62,26,29,235,400,5047,4
14477,1,0,162,58,62,1589,40,5047,3.9
14478,1,0,433,38,29,1429,500,5047,3.5
14479,1,0,616,44,20,161,500,5047,4.1
14480,1,0,117,22,20,58,600,345,3.5
14481,1,0,218,22,62,252,400,2980,3.6
14482,1,0,190,41,0,181,400,2086,4.3
14483,1,0,151,22,30,773,300,771,3.9
14484,1,0,314,42,20,610,800,4964,4
14485,1,1,74,0,20,1277,900,2094,3.9
14486,1,0,246,42,62,1668,600,1147,4.3
14487,1,1,1155,22,20,1018,1800,431,4.2
14488,1,0,168,42,29,44,300,1450,4.1
14489,1,0,56,42,9,210,400,531,4.2
14490,1,1,816,0,20,716,800,1043,4.5
14491,1,0,870,0,29,250,500,4590,4
14492,1,1,1705,42,13,459,650,1348,4.2
14493,1,0,39,0,32,775,300,3736,4
14494,1,0,87,43,13,427,700,377,4.1
14495,1,0,534,44,62,1669,450,1133,4.2
14496,1,0,172,0,62,1612,300,3815,3.9
14497,1,0,2621,42,33,955,500,5047,4.5
14498,1,0,57,38,12,1023,200,5047,4.1
14499,1,1,1544,0,20,1054,800,2390,4.2
14500,1,0,50,45,29,181,500,1615,4.2
14501,1,0,707,0,20,1156,500,4325,3.9
14502,1,0,269,42,45,1677,300,5047,4
14503,1,0,95,38,62,1335,300,5047,3.6
14504,1,0,84,22,62,265,350,2827,3.7
14505,1,0,3461,44,20,1156,600,5047,4.3
14506,1,1,208,42,13,498,800,617,4.4
14507,1,0,53,42,30,773,400,1931,4.2
14508,1,0,331,22,62,1156,350,5047,3.8
14509,1,0,166,16,62,1476,600,3485,3.2
14510,1,0,78,22,62,1460,350,1337,3.8
14511,1,0,121,22,62,1578,200,5047,4.1
14512,1,1,348,42,20,1156,700,3528,4.2
14513,1,1,549,42,26,1265,1000,3046,4.3
14514,1,0,130,38,21,624,1200,1958,3.7
14515,1,0,4695,44,46,32,1500,1533,4.6
14516,1,0,529,18,29,314,350,4120,4
14517,1,1,263,41,20,1008,1300,928,4.5
14518,1,0,454,44,20,197,600,2549,3.9
14519,1,0,193,0,29,917,450,3432,3.6
14520,1,1,1889,38,21,1430,1200,4423,4.5
14521,0,0,1209,41,13,408,650,5047,4
14522,1,0,169,42,11,778,400,2544,4
14523,1,0,295,42,62,826,500,3376,3.8
14524,1,0,726,42,62,817,400,3861,4.3
14525,1,0,34,22,72,232,400,2994,3.7
14526,1,0,793,22,20,168,1000,4303,4.3
14527,1,0,177,43,13,332,600,2503,4.2
14528,1,1,224,42,20,1239,600,2221,4.1
14529,1,0,790,66,62,90,400,2377,4
14530,1,0,205,42,62,817,250,262,4.1
14531,1,1,2398,41,20,1083,1000,427,4.4
14532,1,0,64,0,62,1268,250,4803,3.2
14533,1,0,188,38,29,171,300,5047,4
14534,1,0,97,18,62,202,500,1901,3.9
14535,1,0,523,41,20,609,500,4777,3.9
14536,1,0,59,22,13,443,600,2422,3.7
14537,1,0,61,42,30,792,450,1743,4.1
14538,1,0,107,44,29,918,600,4645,3.9
14539,1,1,3469,42,20,1400,1300,5047,4.5
14540,1,0,221,0,70,1119,400,3712,3.5
14541,1,1,1167,22,20,1057,600,960,3.8
14542,1,0,192,41,30,767,300,770,4.1
14543,1,0,670,22,20,292,800,2666,4
14544,1,0,89,0,62,1374,300,2914,3.1
14545,1,1,221,41,20,1156,1000,556,4.1
14546,1,0,177,0,62,203,500,2060,3.5
14547,1,0,76,38,62,1511,300,5047,4
14548,1,0,187,22,9,215,400,3981,4.1
14549,1,1,325,44,20,1205,800,213,4.2
14550,1,0,554,44,62,818,600,4699,3.9
14551,1,0,220,38,62,1075,300,3808,4.3
14552,1,0,323,38,62,1077,500,3032,3.5
14553,1,0,717,22,20,977,1000,1978,3.9
14554,1,1,1871,43,20,1156,600,5047,4
14555,1,1,343,41,62,790,450,5047,4.3
14556,1,1,3987,42,25,713,1600,494,4.5
