,online_order,book_table,votes,location,rest_type,cuisines,cost,menu_item,rate
1332,0,0,111,4,20,1258,700,5047,3.9
1333,1,0,40,4,20,1280,600,5047,3.9
1334,0,0,55,75,44,595,300,5047,3.8
1335,0,0,2896,4,62,1547,250,5047,4.5
1336,0,0,4460,4,62,1547,150,5047,4.4
1337,0,0,2679,4,62,1547,100,5047,4.8
1338,1,0,101,4,62,1547,150,5047,3.9
1339,1,0,1720,4,62,1355,400,5047,4.1
1340,1,0,558,4,62,1547,150,5047,4.1
1341,1,0,64,4,62,1510,500,5047,4.2
1342,1,0,449,4,62,1628,100,5047,4.1
1343,1,0,319,4,62,322,400,5047,3.8
1344,0,0,100,4,62,1589,300,5047,3.9
1345,1,0,276,4,62,322,500,5047,3.6
1346,0,0,253,4,62,1547,250,5047,4.2
1347,1,0,444,4,62,1547,100,5047,4.2
1348,0,0,279,4,62,873,200,5047,4.1
1349,1,0,275,4,62,1547,100,5047,4.3
1350,0,0,238,4,62,1547,600,5047,4.1
1351,1,0,93,4,62,1628,200,5047,3.7
1352,1,0,74,4,62,1589,300,5047,3.8
1353,0,0,124,4,62,1574,300,5047,3.8
1354,1,0,770,4,62,1474,400,3385,3.9
1355,0,0,257,4,62,1547,150,5047,4.2
1356,0,0,196,4,62,1636,250,5047,4.2
1357,1,0,133,4,62,817,200,5047,4
1358,1,0,169,4,62,684,500,5047,4.1
1359,1,0,549,4,62,1571,300,5047,3.9
1360,0,0,181,4,62,1547,100,5047,4.1
1361,1,0,142,4,62,1474,750,5047,2.9
1362,1,0,75,4,30,792,400,4274,3.9
1363,0,0,53,4,62,1547,300,5047,4
1364,1,0,177,4,62,1508,500,5047,3.8
1365,0,0,280,4,62,1547,150,5047,4.2
1366,0,0,52,4,62,1547,150,5047,4.1
1367,1,0,142,4,62,1636,200,5047,3.9
1368,0,0,51,4,62,1597,600,5047,2.7
1369,0,0,35,4,62,817,200,5047,2.5
1370,0,0,65,4,62,1547,200,5047,4
1371,1,0,72,4,62,1589,300,5047,2.6
1372,0,0,150,4,62,873,150,5047,3.8
1373,1,0,166,4,62,1476,600,5047,3.8
1374,1,0,157,4,62,323,600,4927,4
1375,1,1,2049,30,20,1416,1000,5047,4.2
1376,1,0,4569,30,20,239,600,5047,4.5
1377,1,1,1903,30,20,1376,1200,5047,4.1
1378,0,1,2359,30,20,1196,950,5047,4.1
1379,1,1,1302,30,22,922,800,5047,4.3
1380,1,1,2365,30,20,1206,1500,5047,4.1
1381,0,1,1278,30,21,1480,1000,5047,4.3
1382,1,0,109,30,20,129,800,5047,4.2
1383,1,1,336,30,20,651,700,5047,4.1
1384,1,1,1161,30,20,1009,1300,5047,4.3
1385,0,0,760,30,62,1552,350,5047,4.2
1386,1,0,201,30,20,1156,800,5047,4
1387,1,0,429,30,20,77,700,5047,3.7
1388,0,0,737,30,13,332,500,5047,4.2
1389,1,1,682,30,21,50,1000,5047,4.1
1390,1,1,1008,30,54,1313,1500,3680,4.1
1391,1,0,825,30,13,437,400,5047,4.1
1392,1,0,325,1,62,1156,350,5047,4.2
1393,1,0,5060,30,20,1402,750,2114,4.4
1394,1,1,804,1,20,1386,800,5047,4.1
1395,1,1,884,30,20,1296,900,5047,4
1396,0,0,950,30,20,43,600,5047,4
1397,1,0,631,30,20,288,750,4357,4.1
1398,0,1,731,30,13,393,800,5047,4.2
1399,1,1,442,30,60,692,1200,5047,4.1
1400,1,1,354,1,20,151,800,5047,4.2
1401,0,1,102,30,13,379,800,5047,4.1
1402,1,1,364,30,20,1665,1200,5047,4.1
1403,1,0,465,30,20,1597,600,5047,4
1404,1,0,242,30,20,1089,650,5047,3.8
1405,1,1,2115,1,20,1481,800,5047,4.2
1406,0,0,223,30,13,501,800,5047,4.2
1407,1,0,322,30,20,1547,400,5047,4.3
1408,1,1,1063,30,21,987,1200,5047,4.1
1409,1,0,181,30,9,231,250,5047,4.4
1410,0,0,244,1,20,1000,800,5047,4.2
1411,0,0,284,30,20,1277,450,5047,3.9
1412,1,0,221,30,20,521,700,5047,3.9
1413,0,0,868,1,57,704,1200,5047,4.1
1414,0,0,707,30,13,445,850,5047,4.1
1415,1,0,261,30,13,389,700,5047,4.2
1416,0,1,977,1,46,878,1300,5047,3.8
1417,1,1,150,1,13,462,600,5047,4.2
1418,1,1,1901,30,13,423,800,5047,4.2
1419,0,0,104,13,20,1196,650,5047,4
1420,1,0,324,1,13,462,700,5047,4
1421,1,0,228,30,13,359,400,5047,4.6
1422,1,0,504,1,13,485,550,5047,4.2
1423,0,1,370,30,20,1309,1000,5047,4
1424,1,0,1647,1,20,609,600,5047,4.2
1425,1,0,130,30,13,473,650,5047,4.1
1426,1,1,815,30,20,1196,900,5047,4.2
1427,0,0,380,30,62,266,400,5047,4.2
1428,0,1,571,30,20,701,800,5047,3.6
1429,1,1,431,30,20,1156,800,5047,3.5
1430,1,0,1778,30,62,1444,200,5047,4
1431,0,0,108,30,13,427,700,5047,4.1
1432,1,0,136,30,62,1571,350,5047,4
1433,1,1,553,30,20,991,900,5047,4.1
1434,1,0,135,1,20,1222,800,5047,3.9
1435,1,0,918,1,16,484,800,5047,3.8
1436,1,0,59,1,20,1196,750,5047,3.8
1437,0,0,71,30,41,1563,1200,5047,3.8
1438,1,0,233,30,20,1007,800,5047,3.9
1439,1,0,105,1,20,1678,700,5047,3.6
1440,1,0,155,30,20,1597,450,5047,3.8
1441,0,0,134,30,62,1547,150,5047,4.4
1442,1,0,90,1,13,332,650,5047,3.8
1443,1,0,73,73,20,1156,500,5047,3
1444,1,0,144,30,20,1268,550,5047,3.9
1445,0,1,151,30,46,1158,1350,5047,3.7
1446,0,0,1047,1,62,980,450,5047,4
1447,1,1,633,1,20,1196,800,5047,4
1448,0,0,334,30,20,1156,600,5047,3.5
1449,0,0,68,13,62,1181,400,5047,3.8
1450,1,0,49,30,62,1587,200,5047,3.9
1451,0,0,421,30,62,1547,100,5047,4.2
1452,1,0,339,30,62,1589,400,5047,3.8
1453,1,0,144,1,13,533,700,5047,3.8
1454,1,0,888,1,20,1434,750,5047,3.9
1455,0,1,235,30,20,1066,1000,5047,3.8
1456,0,0,46,30,13,332,400,5047,3.8
1457,1,0,577,30,20,1421,900,5047,3.8
1458,1,0,211,30,20,840,500,5047,3.9
1459,0,0,343,1,62,1547,100,5047,4.4
1460,1,0,232,30,62,1561,400,5047,4
1461,1,0,47,30,66,844,400,5047,3.7
1462,1,0,74,85,20,672,1000,5047,3.8
1463,0,1,44,30,20,1229,550,5047,3.7
1464,1,0,139,30,20,1277,550,5047,4.1
1465,0,0,70,1,62,821,500,5047,3.8
1466,1,0,337,30,62,547,300,5047,4.1
1467,1,0,133,30,20,607,700,5047,3.7
1468,1,0,109,30,20,1196,500,5047,3.8
1469,0,0,52,30,62,1547,100,5047,4.1
1470,1,1,142,30,20,1093,1000,5047,3.9
1471,1,0,134,30,62,1647,400,5047,3.9
1472,0,1,176,30,20,1158,1350,5047,3.8
1473,1,1,291,30,13,368,650,5047,3.9
1474,0,0,88,1,62,1547,250,5047,3.9
1475,0,0,265,30,62,1600,250,5047,3.8
1476,1,0,84,1,62,1589,250,5047,3.6
1477,0,0,189,1,62,1547,300,5047,3.8
1478,1,0,213,1,62,1428,400,5047,3
1479,0,0,39,1,62,1563,350,5047,3.8
1480,0,0,71,1,62,1416,250,5047,3.6
1481,1,1,584,30,20,1381,1200,5047,3.8
1482,1,1,36,30,20,586,650,5047,3.7
1483,1,0,290,1,62,1215,450,5047,3
1484,0,0,55,30,62,1547,150,5047,3.3
1485,1,0,157,30,13,346,450,5047,2.6
1486,1,0,177,30,20,1211,700,5047,2.9
1487,1,0,45,1,20,1483,800,5047,2.8
1488,1,0,128,1,62,1196,300,5047,3.3
1489,0,0,39,30,62,1587,250,5047,3.8
1490,1,0,41,75,44,1475,400,5047,3.5
1491,1,0,237,1,62,1571,200,5047,3.7
1492,1,0,134,30,62,866,350,5047,3.9
1493,1,0,414,30,62,330,500,5047,4.1
1494,0,0,62,1,62,1561,150,5047,3.8
1495,1,0,179,1,20,1208,600,5047,3.5
1496,1,0,97,30,62,1386,350,5047,3.7
1497,0,0,94,1,62,1547,100,5047,4.1
1498,0,0,133,30,62,1589,300,5047,3.4
1499,1,0,62,30,65,548,650,5047,2.9
1500,0,0,98,1,4,1196,800,5047,3
1501,0,0,128,1,20,604,850,5047,2.7
1502,1,0,80,1,62,1670,250,5047,3.5
1503,0,0,65,1,62,873,300,5047,3.7
1504,0,0,52,1,62,1547,300,5047,3.5
1505,1,0,195,30,20,597,800,5047,3.6
1506,0,0,42,1,62,1615,300,5047,4
1507,0,0,168,30,13,437,400,5047,3.7
1508,1,0,323,30,20,609,850,5047,3.7
1509,0,1,1236,30,21,1480,1000,5047,4.3
1510,0,0,377,4,57,1292,1100,5047,2.7
1511,0,1,64,4,4,878,2200,5047,3.7
1512,1,1,970,30,54,1313,1500,5047,4.1
1513,1,1,442,30,60,692,1200,5047,4.1
1514,0,0,868,1,57,704,1200,5047,4.1
1515,0,1,977,1,46,878,1300,5047,3.8
1516,0,1,151,30,46,1158,1350,5047,3.7
1517,0,1,235,30,20,1066,1000,5047,3.8
1518,0,0,98,1,4,1196,800,5047,3
1519,0,1,284,6,20,1440,1500,5047,3.9
1520,1,1,4099,71,21,1527,1400,5047,4.4
1521,0,1,271,6,20,155,2000,5047,4.2
1522,1,1,3020,6,20,1398,1000,5047,4.1
1523,1,1,2182,6,5,1227,1400,5047,4.4
1524,0,1,403,6,20,1297,1800,5047,4.3
1525,1,0,444,6,20,1156,1200,5047,4
1526,1,1,392,6,4,282,1500,5047,3.9
1527,0,1,255,6,46,1397,1500,5047,3.6
1528,1,1,1691,6,21,1156,1100,5047,4.1
1529,1,1,37,6,20,589,1500,5047,3.7
1530,0,0,120,6,20,1345,1000,5047,3
1531,0,0,95,6,20,556,700,5047,3.5
1532,0,0,155,6,20,1181,800,5047,3
1533,0,0,46,6,49,898,2000,5047,3.8
1534,0,1,7023,53,21,1324,1500,5047,4.8
1535,1,1,4099,71,21,1527,1400,5047,4.4
1536,0,1,3421,53,20,1394,1300,5047,4.5
1537,0,1,881,71,20,813,1600,5047,4.7
1538,1,1,994,71,20,130,1300,5047,4.3
1539,0,0,1303,53,20,1303,1000,5047,4.3
1540,0,1,163,71,5,910,1500,5047,4.7
1541,0,0,1225,71,20,1363,1100,5047,3.9
1542,1,1,715,71,20,1002,1500,5047,4.3
1543,1,1,942,71,57,669,1300,5047,4
1544,1,0,754,71,20,1494,500,5047,4.3
1545,0,0,197,71,20,1196,700,5047,3
1546,0,1,52,71,46,766,1900,5047,3.9
1547,1,0,107,6,13,450,400,5047,4
1548,1,0,136,6,3,193,600,5047,3.6
1549,1,0,48,6,13,436,900,5047,3.1
1550,1,0,74,6,17,433,600,5047,4
1551,0,0,47,6,13,332,500,5047,3.7
1552,0,0,114,6,13,434,550,5047,3.8
1553,1,1,341,6,13,374,1000,5047,4
1554,1,0,556,71,33,955,500,5047,4.3
1555,1,0,894,71,13,464,600,5047,4.3
1556,1,0,149,71,13,473,800,5047,4.3
1557,1,0,94,53,13,360,700,5047,3.7
1558,1,0,632,6,29,930,500,2312,4.4
1559,1,0,414,53,62,1196,400,5047,3.4
1560,1,0,146,6,20,1186,650,71,3.9
1561,1,0,166,6,72,1392,500,5047,4.1
1562,1,0,113,53,29,923,450,5047,3.2
1563,1,0,240,6,62,1597,200,2721,3.8
1564,1,0,313,6,62,1196,450,5047,2.9
1565,1,0,294,71,62,1055,400,5047,3.3
1566,1,0,166,22,29,1156,400,564,4.3
1567,1,0,278,71,29,1340,400,5047,4.4
1568,1,0,230,53,62,197,300,535,3.8
1569,1,0,782,22,62,1196,300,5047,3.9
1570,1,0,248,6,62,1196,400,5047,2.9
1571,1,0,62,71,62,322,500,5047,3.8
1572,1,0,532,6,62,1196,300,5047,4
1573,1,0,141,22,30,773,400,5047,4.5
1574,1,0,68,53,62,227,200,5047,3.8
1575,1,1,533,22,20,1156,600,5047,4
1576,1,0,258,71,20,1451,700,5047,4.2
1577,1,0,3334,53,20,304,600,5047,4.2
1578,1,0,1233,6,20,1288,500,5047,3.9
1579,1,1,188,71,20,98,800,5047,3.8
1580,1,0,419,6,20,238,900,5047,3.8
1581,1,0,2084,6,20,1402,750,5047,3.8
1582,1,0,833,53,20,286,550,5047,3.7
1583,1,0,152,6,69,1121,400,5047,4
1584,1,0,87,22,62,1235,400,3152,3.8
1585,1,0,666,53,20,117,800,5047,2.9
1586,1,0,105,53,30,959,400,5047,3.9
1587,1,0,214,6,62,235,400,5047,3.9
1588,1,0,77,6,62,1589,300,101,4
1589,1,0,132,71,62,302,300,5047,3.8
1590,1,0,567,22,20,1300,550,5047,4.2
1591,1,0,164,6,72,1465,600,5047,4.1
1592,1,0,316,22,12,1652,250,437,4
1593,1,1,3738,22,22,1468,600,5047,4.4
1594,1,0,343,22,62,1156,300,5047,3.9
1595,1,0,62,53,20,1589,400,2713,3.8
1596,1,0,87,71,29,1156,300,138,4.1
1597,1,0,44,71,29,282,600,5047,3.8
1598,1,0,894,6,20,266,750,5047,4
1599,1,0,832,71,29,271,650,5047,3.8
1600,1,1,903,53,20,45,750,5047,4
1601,1,0,380,71,62,322,450,5047,3.2
1602,1,0,798,53,29,1429,450,5047,3.8
1603,1,0,692,6,20,1523,600,5047,3.4
1604,1,0,135,71,20,1589,400,2726,3.8
1605,1,0,230,6,20,1156,950,5047,4
1606,1,0,79,53,62,558,400,5047,3.5
1607,1,0,357,71,29,235,650,5047,4
1608,1,0,152,22,29,1156,400,1947,4.1
1609,1,0,75,6,2,181,500,5047,3.9
1610,1,0,94,6,62,1033,200,5047,3.9
1611,1,0,200,6,62,1382,450,5047,3.3
1612,1,0,188,22,20,1196,400,5047,2.8
1613,1,0,226,53,20,1591,500,5047,3.1
1614,1,0,105,6,62,1474,600,5047,2.8
1615,1,1,194,71,20,1156,800,5047,3.7
1616,1,0,378,6,62,1247,500,4310,3.5
1617,1,0,432,71,29,1181,450,5047,3.9
1618,1,0,63,58,29,1196,300,5047,3.7
1619,1,1,225,53,20,1182,800,5047,3.9
1620,1,0,220,71,29,28,600,3263,4.3
1621,1,0,88,71,29,1113,600,5047,4.1
1622,1,0,444,6,20,1156,1200,5047,4
1623,1,0,827,71,20,113,800,5047,2.9
1624,1,0,193,6,62,1190,500,5047,4.1
1625,1,0,233,71,62,220,150,5047,4.2
1626,1,0,404,6,20,1597,500,152,3.7
1627,1,0,1193,71,5,32,1500,5047,4.6
1628,1,1,4099,71,21,1527,1400,5047,4.4
1629,1,0,78,22,62,84,300,5047,3.9
1630,1,1,571,53,20,1183,600,5047,3.8
1631,1,0,116,22,20,58,600,5047,3.5
1632,1,1,996,6,20,722,1200,5047,4.3
1633,1,0,490,6,2,185,500,5047,4.3
1634,1,0,235,6,20,1156,800,5047,2.3
1635,1,0,48,6,29,42,400,5047,3.6
1636,1,0,717,53,20,941,800,5047,4
1637,1,1,994,71,20,130,1300,5047,4.3
1638,1,1,16345,71,52,740,1600,5047,4.9
1639,1,1,125,71,20,1081,700,5047,4.5
1640,1,1,1365,6,21,40,1800,5047,4.5
1641,1,0,754,71,20,1494,500,5016,4.3
1642,1,0,178,22,62,1638,300,5047,3.5
1643,1,0,234,22,62,1600,400,2687,3.5
1644,1,0,107,6,13,450,400,4815,4
1645,1,0,103,22,62,1335,800,5047,4.1
1646,1,1,1209,53,21,1156,1100,5047,4.4
1647,1,0,167,53,62,817,400,5047,4
1648,1,1,157,6,20,527,600,5047,3.8
1649,1,0,309,22,20,197,600,5047,3.7
1650,1,1,1381,71,54,894,1500,5047,4.4
1651,1,0,667,22,20,292,800,5047,3.9
1652,1,0,433,22,13,394,750,5047,4.1
1653,1,0,70,71,29,918,600,5047,3.9
1654,1,0,77,22,62,1460,350,5047,3.8
1655,1,0,175,6,2,181,300,5047,4
1656,1,0,370,6,20,280,550,5047,3.9
1657,1,1,557,53,20,1196,900,5047,4
1658,1,0,42,53,72,1196,300,5047,3.6
1659,1,0,281,22,62,1355,400,5047,3.1
1660,1,0,49,6,62,1030,250,5047,4.3
1661,1,0,65,6,72,1628,100,2750,4.1
1662,1,1,3061,53,21,1350,1500,5047,4.4
1663,1,0,260,6,62,1474,800,5047,3.6
1664,1,0,60,6,9,217,600,5047,4
1665,1,0,231,71,29,1296,500,250,3.9
1666,1,1,1142,22,20,1018,1800,5047,4.2
1667,1,0,715,22,20,977,1000,5047,3.9
1668,1,0,237,26,29,1465,500,5047,3
1669,1,0,45,53,62,1156,250,272,4.2
1670,1,0,111,6,62,1501,400,5047,3
1671,1,0,396,22,20,604,850,5047,3.9
1672,1,0,160,71,20,1033,500,5047,3.7
1673,1,0,555,6,20,1124,1800,5047,4.3
1674,1,1,42,71,62,305,500,5047,3.9
1675,1,0,262,71,20,1033,450,5047,3.4
1676,1,1,1056,22,21,992,1200,5047,4.1
1677,1,0,112,22,62,323,600,5047,3.9
1678,1,1,797,22,13,462,700,226,4
1679,1,0,438,22,20,521,1000,5047,2.4
1680,1,0,210,22,62,1027,200,4663,3.8
1681,1,0,44,71,13,417,600,5047,3.6
1682,1,0,33,22,72,232,400,5047,3.7
1683,1,1,1691,6,21,1156,1100,5047,4.1
1684,1,0,556,71,33,955,500,5047,4.3
1685,1,1,481,71,20,63,900,5047,4.1
1686,1,0,34,53,62,1156,150,289,3.8
1687,1,0,163,6,68,1455,250,5047,2.9
1688,1,1,715,71,20,1002,1500,5047,4.3
1689,1,0,65,22,69,1121,200,5047,4
1690,1,0,166,6,62,1196,450,5047,4.2
1691,1,1,547,22,20,1375,1000,5047,4
1692,1,0,139,53,20,1423,450,111,3
1693,1,0,787,22,20,168,1000,5047,4.3
1694,1,0,55,22,62,974,500,5047,4
1695,1,0,250,6,62,1156,250,5047,4
1696,1,0,204,71,20,1185,500,5047,3.2
1697,1,0,361,22,20,1197,450,5047,2.9
1698,1,1,661,53,20,1232,750,5047,3.9
1699,1,0,268,6,20,528,800,5047,4.1
1700,1,0,200,22,29,1465,750,5047,4
1701,1,0,228,22,30,789,500,5047,3.9
1702,1,1,889,71,20,1065,1400,5047,4.4
1703,1,0,74,6,17,433,600,5047,4
1704,1,0,155,71,20,1384,600,5047,2.6
1705,1,0,44,71,62,1453,300,2995,4
1706,1,0,258,6,62,322,500,5047,3.2
1707,1,0,133,6,62,817,200,5047,3.8
1708,1,0,95,6,20,1387,500,5047,2.8
1709,1,0,48,6,62,1156,400,2830,3.7
1710,1,0,97,71,62,1573,250,107,3.2
1711,1,0,44,6,30,773,900,5047,3.7
1712,1,1,341,6,13,374,1000,5047,4
1713,1,0,84,6,62,1628,200,5047,3.3
1714,1,0,109,71,20,1145,700,5047,3.6
1715,1,0,162,22,62,85,500,5047,4
1716,1,1,1146,53,60,1228,1200,5047,4.4
1717,1,0,536,58,29,769,600,5047,4.4
1718,1,0,39,53,62,1640,200,3688,4.1
1719,0,0,213,6,20,565,400,5047,4
1720,1,1,1383,22,21,742,1100,5047,4.2
1721,1,0,89,6,62,873,350,5047,2.9
1722,1,0,182,6,62,1445,400,5047,3.7
1723,1,0,129,22,30,773,350,5047,4.1
1724,0,0,246,6,20,1156,1200,5047,4
1725,1,0,34,6,29,1196,450,5047,3.7
1726,1,0,44,71,62,1476,600,5047,3.2
1727,1,0,376,6,29,1156,600,5047,3.8
1728,1,1,392,6,4,282,1500,5047,3.9
1729,1,1,340,53,20,170,1700,5047,4.2
1730,1,0,54,53,62,1386,400,5047,3.8
1731,1,0,26,53,62,1196,250,5047,3.6
1732,1,0,127,6,62,1156,400,5047,3.2
1733,1,0,136,6,3,193,600,5047,3.6
1734,1,1,322,71,26,3,1200,5047,4.1
1735,1,0,248,71,20,615,800,5047,4.1
1736,1,1,2182,6,5,1227,1400,5047,4.4
1737,1,0,137,75,71,1341,650,5047,3
1738,1,0,324,22,30,956,180,5047,4.3
1739,1,0,119,22,12,217,400,5047,4
1740,1,0,1972,53,20,50,650,5047,3.8
1741,1,0,57,6,30,956,300,5047,4
1742,1,0,243,71,62,1268,300,5047,2.9
1743,1,0,48,6,45,1496,400,5047,3.7
1744,1,1,7193,71,56,705,1400,5047,4.2
1745,1,0,39,71,62,962,200,5047,3.7
1746,1,0,72,6,45,956,300,5047,3.8
1747,1,0,182,6,20,1161,800,5047,2.9
1748,1,0,222,71,20,286,800,5047,3.9
1749,1,0,116,53,72,1070,150,5047,3.8
1750,1,0,793,6,26,800,1700,5047,4.2
1751,1,0,289,6,20,1476,500,5047,3
1752,1,0,337,22,62,1196,500,5047,3.9
1753,1,1,3020,6,20,1398,1000,5047,4.1
1754,1,0,81,71,0,181,300,5047,3.8
1755,1,0,136,71,13,332,500,5047,4
1756,1,1,387,22,16,421,1300,5047,4
1757,1,1,942,71,57,669,1300,5047,4
1758,1,0,132,53,20,1156,750,5047,3.7
1759,0,0,368,6,20,1409,600,5047,3.8
1760,0,0,83,6,30,956,200,5047,4.1
1761,1,0,174,22,62,1475,400,5047,3.8
1762,1,0,269,71,0,184,750,5047,4.3
1763,1,0,46,71,20,1540,600,5047,3.8
1764,1,0,91,53,20,1272,750,5047,3.8
1765,1,0,60,22,62,108,400,5047,3.8
1766,1,0,135,71,62,258,400,5047,3.2
1767,1,0,484,22,16,476,700,5047,3.6
1768,1,0,894,71,13,464,600,5020,4.3
1769,1,0,600,22,20,124,800,5047,4
1770,1,1,37,6,20,589,1500,5047,3.7
1771,1,0,106,6,20,1196,500,5047,3
1772,0,0,39,6,41,1114,330,5047,2.7
1773,1,0,61,71,62,1327,250,258,3.2
1774,1,0,117,71,20,1196,550,5047,3.1
1775,0,0,128,6,3,191,600,5047,3.7
1776,1,0,1240,22,21,1102,1400,5047,3.9
1777,1,0,149,71,13,473,800,5047,4.3
1778,0,0,336,6,20,1185,600,5047,3.6
1779,0,0,131,6,20,80,800,5047,2.3
1780,1,0,66,6,20,1185,550,5047,3.7
1781,1,0,106,71,71,1547,200,3707,3.8
1782,0,0,43,6,62,282,500,5047,2.8
1783,0,0,95,6,20,556,700,5047,3.5
1784,1,0,94,53,13,360,700,5047,3.7
1785,1,0,76,6,72,83,300,5047,3.6
1786,1,0,138,22,30,789,500,5047,3.8
1787,1,0,500,38,29,1423,500,5047,3.7
1788,1,0,356,6,29,1196,500,5047,3.5
1789,0,0,337,6,20,1156,450,5047,2.1
1790,1,0,36,71,29,1156,400,5047,3.9
1791,1,0,500,71,13,411,800,4576,4.2
1792,1,0,435,38,29,1429,500,5047,3.5
1793,0,0,155,6,20,1181,800,5047,3
1794,0,0,116,6,41,207,400,5047,2.8
1795,0,0,59,6,20,1422,550,5047,3.2
1796,0,0,114,6,13,434,550,5047,3.8
1797,0,0,63,6,29,856,150,5047,3.8
1798,1,0,151,17,29,1004,450,5047,3.6
1799,1,0,353,71,29,1209,500,5047,4
1800,1,0,100,22,13,465,650,5047,3.1
1801,0,0,177,71,30,769,300,5047,3.9
1802,1,1,218,53,20,1413,750,5047,3.9
1803,0,1,1585,71,54,689,1500,5047,4.3
1804,1,0,111,6,30,769,600,5047,4.1
1805,1,0,80,6,62,1156,300,5047,3.8
1806,1,0,122,22,62,1285,300,5047,3.7
1807,1,0,92,22,30,949,100,5047,4
1808,1,0,40,22,62,1632,150,5047,3.7
1809,0,0,267,71,70,1121,400,5047,4.2
1810,0,1,119,71,20,1196,1000,5047,4
1811,0,0,111,53,20,1196,600,5047,3.8
1812,0,0,197,71,20,1196,700,5047,3
1813,0,0,68,71,62,1156,250,5047,3.5
1814,0,0,108,71,20,64,800,5047,2.9
1815,0,0,132,71,62,868,300,5047,3.5
1816,1,0,117,71,72,631,600,5047,3.8
1817,1,0,490,6,2,185,500,4817,4.3
1818,1,0,175,6,2,181,300,5047,4
1819,1,0,152,6,69,1121,400,2402,4
1820,1,0,632,6,29,930,500,2310,4.4
1821,0,0,83,6,30,956,200,5047,4.1
1822,1,0,1233,6,20,1288,500,3797,3.9
1823,1,0,213,6,30,959,400,5047,4.2
1824,1,0,163,6,68,1455,250,4097,2.9
1825,1,0,136,6,3,193,600,5047,3.6
1826,1,0,75,6,2,181,500,5047,3.9
1827,1,0,111,6,30,769,600,5047,4.1
1828,0,0,128,6,3,191,600,5047,3.7
1829,1,0,44,6,30,773,900,5047,3.7
1830,1,0,72,6,45,956,300,5047,3.8
1831,1,0,74,6,17,433,600,5047,4
1832,1,0,556,71,33,955,500,5047,4.3
1833,0,0,267,71,70,1121,400,5047,4.2
1834,1,0,269,71,0,184,750,5047,4.3
1835,0,0,384,71,30,956,150,5047,4.3
1836,1,0,94,53,13,360,700,5047,3.7
1837,1,0,81,71,0,181,300,5047,3.8
1838,0,0,177,71,30,769,300,5047,3.9
1839,0,0,75,71,30,956,350,5047,3.9
1840,1,0,93,71,0,181,500,1646,3.9
1841,0,1,271,6,20,155,2000,5047,4.2
1842,0,1,284,6,20,1440,1500,5047,3.9
1843,1,1,1691,6,21,1156,1100,5047,4.1
1844,1,1,3020,6,20,1398,1000,5047,4.1
1845,1,0,555,6,20,1124,1800,5047,4.3
1846,1,0,793,6,26,800,1700,5047,4.2
1847,1,1,1365,6,21,40,1800,5047,4.5
1848,1,1,2182,6,5,1227,1400,5047,4.4
1849,1,0,894,6,20,266,750,5047,4
1850,1,1,996,6,20,722,1200,5047,4.3
1851,0,0,308,6,20,1156,800,5047,4.2
1852,0,1,403,6,20,1297,1800,5047,4.3
1853,1,0,444,6,20,1156,1200,840,4
1854,1,0,230,6,20,1156,950,4390,4
1855,1,0,60,6,9,217,600,4085,4
1856,0,0,213,6,20,565,400,5047,4
1857,0,0,225,6,20,1156,700,5047,4
1858,1,0,692,6,20,1523,600,5047,3.4
1859,1,0,2084,6,20,1402,750,5047,3.8
1860,1,1,392,6,4,282,1500,5047,3.9
1861,1,0,404,6,20,1597,500,3995,3.7
1862,0,1,255,6,46,1397,1500,5047,3.6
1863,0,0,246,6,20,1156,1200,5047,4
1864,1,0,152,6,69,1121,400,2402,4
1865,0,0,368,6,20,1409,600,5047,3.8
1866,1,0,419,6,20,238,900,5047,3.8
1867,1,0,107,6,13,450,400,4814,4
1868,1,0,268,6,20,528,800,5047,4.1
1869,1,0,289,6,20,1476,500,5047,3
1870,1,0,146,6,20,1186,650,70,3.9
1871,1,0,1233,6,20,1288,500,3798,3.9
1872,1,1,37,6,20,589,1500,5047,3.7
1873,1,0,182,6,20,1161,800,5047,2.9
1874,0,1,106,6,21,1105,1600,5047,4.1
1875,0,1,707,6,27,1196,1400,5047,4.2
1876,1,1,157,6,20,527,600,5047,3.8
1877,1,0,106,6,20,1196,500,5047,3
1878,1,0,74,6,20,117,800,5047,2.6
1879,1,0,66,6,20,1185,550,5047,3.7
1880,1,0,95,6,20,1387,500,5047,2.8
1881,0,0,120,6,20,1345,1000,5047,3
1882,1,0,127,6,62,1156,400,5047,3.2
1883,0,0,336,6,20,1185,600,5047,3.6
1884,0,0,131,6,20,80,800,5047,2.3
1885,1,0,48,6,13,436,900,5047,3.1
1886,0,0,95,6,20,556,700,5047,3.5
1887,1,0,48,6,45,1496,400,5047,3.7
1888,0,0,47,6,13,332,500,5047,3.7
1889,0,0,337,6,20,1156,450,5047,2.1
1890,0,0,155,6,20,1181,800,5047,3
1891,0,0,59,6,20,1422,550,5047,3.2
1892,0,0,114,6,13,434,550,5047,3.8
1893,0,0,542,6,20,1474,750,5047,3.6
1894,0,0,46,6,49,898,2000,5047,3.8
1895,0,0,270,6,20,1196,400,5047,2.6
1896,1,0,370,6,20,280,550,4381,3.9
1897,1,1,341,6,13,374,1000,5047,4
1898,1,0,235,6,20,1156,800,4594,2.3
1899,1,0,166,6,62,1196,450,3031,4.2
1900,1,0,77,6,62,1589,300,100,4
